,SentID,Cause,Effect,Label,Sent
2096,2097,buss,signal,1,A stereo buss outputs the stereo buss signal; a record buss outputs the record buss signal.
2099,2100,miscarriage,grief,1,"Marital breakdown is often attributed to unresolved grief from infertility, miscarriage, and the loss of a child."
2103,2104,biography,credentials,1,"In addition, a brief biography establishing her credentials was included at the end of the report."
2116,2117,burning,smoke,1,"In addition, soil and river systems have been contaminated by the harsh chemicals used in cocaine production and the air has been polluted by the smoke caused by the burning of jungle and forest for coca bush cultivation."
2124,2125,stock bubble,recession,1,"The recession caused by the stock bubble was relatively mild, but so was the recovery."
2133,2134,bill,sizzle,1,"In the Senate, the sizzle comes from an issue ad bill from Dem Sen. Jon Erpenbach."
2138,2139,landslide,emergency,1,"Cali, Colombia, for their series of articles on the emergency caused by a landslide on the highway leading to the coast."
2139,2140,earthquake,losses,1,The financial losses caused by the earthquake were estimated at $7 million.
2143,2144,tsunami,disaster,1,The December 26th tsunami disaster is an example of a tsunami which was triggered by an earthquake.
2144,2145,violence,death,1,"The violence resulted in the death of police ""capo"" Filippo Raciti, which caused widespread soul-searching and a week-long suspension of Italian football."
2148,2149,braces,discomfort,1,"Discomfort from braces is similar to that of working out at the gym - the first few days you know you' done something different, but then the body adapts and the discomfort disappears."
2149,2150,fireworks,fire,1,"Because the fire was caused by fireworks, costs associated with suppressing the fire were also applied."
2154,2155,cooling,preservation,1,The Titan heats the dermis to cause collagen contraction while ensuring preservation the epidermis through continuous cooling.
2157,2158,missile,light,1,The spiral light was caused by the missile.
2158,2159,scandal,resignation,1,One of these papers which was published in the journal Climate Research turned out to be so badly flawed that the scandal resulted in the resignation of the editor-in-chief.
2164,2165,pressure,bed sores,1,"Bed sores (also known as: pressure sores, decubitus ulcers or pressure ulcers) are caused by pressure, which cuts off blood flow to parts of the body."
2170,2171,presentation,debate,1,The presentation generated debate and there was general discussion on how journalists can better equip themselves to handle the challenges.
2178,2179,insoles,spot,1,"On my backpacking trip, the insoles caused a hot spot on the left side of my right heel and a blister on the right side of my left heel."
2183,2184,cities,emissions,1,Cities produce surprisingly low carbon emissions per capita.
2197,2198,virus,outbreaks,1,"Excluding the current outbreaks caused by the H5N1 virus, only 24 outbreaks of highly pathogenic avian influenza have been recorded worldwide since 1959."
2200,2201,electricity,alternators,1,Alternators generate electricity by the same principle as DC generators.
2205,2206,physician,deaths,1,Many of the 550 deaths are directly and intentionally caused by the physician but not reported as euthanasia because they lacked consent.
2254,2255,fires,smoke,1,"Smoke from wood fires in Tutbury Castle in Nottingham was considered unendurable by Eleanor of Aquitaine, wife of Henry II, causing her to move out in 1157."
2257,2258,absorption,increase,1,The increase is caused by the absorption of UV radiation by the oxygen and ozone.
2266,2267,allergies,coughing,1,Take medicine to reduce sneezing and coughing from allergies.
2292,2293,seas,damage,1,Generally it appears that most of the damage was caused by the winds and the rough seas.
2294,2295,change,disasters,1,World practices have shown that often local authorities are quicker to respond to the natural disasters caused by the climate change.
2300,2301,storms,devastations,1,The funds raised through this appeal have a direct impact on the people affected by the severe devastations caused by the storms.
2316,2317,virus,outbreaks,1,Outbreaks caused by the oral vaccine's live virus have happened before.
2324,2325,negotiations,compromise,1,The compromise resolved the crisis through a series of secret negotiations involving Republican and Democratic politicians and various interest groups.
2362,2363,heat,steam,1,"So solar thermal power generation works essentially the same as generation from fossil fuels except that instead of using steam produced from the combustion of fossil fuels, the steam is produced by the heat collected from sunlight."
2371,2372,autonomic imbalance,hypertension,1,Autonomic imbalance is one of the multifactorial causes of essential hypertension currently.
2381,2382,refrigerator,hum,1,"As I move closer to the kitchen, the steady hum of the refrigerator grows stronger."
2386,2387,acid,adhesion,1,Fatty acid and phospholipid chlorohydrins cause cell stress and endothelial adhesion.
2403,2404,cigarettes,nausea,1,The new cigarettes cause headaches and nausea and contain dangerous chemicals.
2420,2421,clock,melody,1,"On the hour, the clock plays a melody with motion."
2422,2423,experiences,militancy,1,Nurses' militancy stemmed from two different kinds of experiences.
2431,2432,factories,pollution,1,The pollution from animal factories is also destroying parts of the world's oceans.
2438,2439,treatment,harm,1,The NNT and NNH are useful indices to describe the trade-off between the benefit and the harm produced by a new treatment.
2441,2442,clogging,acne,1,Acne is caused by clogging of sebaceous (oil producing) glands on the skin.
2452,2453,motor,sound,1,"No water enters the inside of the dishwasher, and the motor makes a sound as if under strain."
2469,2470,taxes,fluctuations,1,"The fluctuations are caused by state and federal taxes, distance from refineries to filling stations and environmental laws."
2473,2474,virus,rabies,1,Rabies is caused by a virus that is usually contracted through the saliva of an infected animal.
2476,2477,fog,accident,1,An accident has been caused by the fog.
2478,2479,injury,operations,1,The injury resulted in numerous operations to save his eyesight.
2494,2495,tax cuts,imbalance,1,We address the longer-term budget imbalance that has been caused by the tax cuts.
2495,2496,humans,wildfires,1,"In North America, about 58 percent of the wildfires are caused by humans."
2517,2518,dehydration,fever,1,Make sure the child takes lots of fluids in spite of the oral discomfort to prevent high fever from dehydration.
2532,2533,disease,blindness,1,A rare and incurable congenital disease which causes blindness has been successfully treated for the first time using gene therapy.
2533,2534,heat,discoloration,1,"As I pulled unit apart the small fan on top of light was caked with dust, the heat caused a little discoloration on the difusing lense."
2534,2535,heroin,withdrawal,1,"His work has led to new treatments for addicts, tests for drug intoxication and understanding of how heroin, other opiates and cocaine cause dependence and withdrawal."
2538,2539,washing,shrinkage,1,Shrinkage from washing has always been considered a serious problem for cotton knitted fabrics.
